S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
84,210,S,SC,25,211 - 210,239.93315782897116,1.69,"=IF(H89>15,0)",319.983948,,10.5122579913586,77.6909160241484,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6909160241484 10.5122579913586, 77.6891200337558 10.5127579718828)"
85,209,S,SC,25,210 - 209,211.36282039911345,2.28,"=IF(H90>15,0)",318.427550999999,,10.5127579718828,77.6891200337558,GOOD,Available,HT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6891200337558 10.5127579718828, 77.6870900206267 10.5133049748837)"
86,208,S,SC,25,209 - 208,237.45595773034572,4.56,"=IF(H91>15,0)",316.951262999999,,10.5133049748837,77.6870900206267,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6870900206267 10.5133049748837, 77.6852950360625 10.5138020217418)"
87,207,T,SC,25,208 - 207,211.16776558300478,3.19,"=IF(H92>15,0)",315.310333,0°25'8''LT,10.5138020217418,77.6852950360625,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6852950360625 10.5138020217418, 77.6832689624279 10.5143790319561)"
88,206,S,SC,25,207 - 206,237.93459241017453,3.08,"=IF(H93>15,0)",318.042297,,10.5143790319561,77.6832689624279,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6832689624279 10.5143790319561, 77.6812100317329 10.5149459838867)"
89,205,S,SC,25,206 - 205,241.09368419258777,4.88,"=IF(H94>15,0)",320.242004,,10.5149459838867,77.6812100317329,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6812100317329 10.5149459838867, 77.6792319864034 10.5155079904943)"
90,204,S,SC,25,205 - 204,232.41824035257852,5.77,"=IF(H95>15,0)",314.986876999999,,10.5155079904943,77.6792319864034,GOOD,Available,"LT, HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6792319864034 10.5155079904943, 77.677196022123 10.5160659737885)"
91,203,S,SC,25,204 - 203,238.40266398950905,4.09,"=IF(H96>15,0)",317.431670999999,,10.5160659737885,77.677196022123,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.677196022123 10.5160659737885, 77.6750980317592 10.5166380386799)"
92,202,S,SC,25,203 - 202,245.36561801356402,4.1,"=IF(H97>15,0)",319.848633,,10.5166380386799,77.6750980317592,GOOD,Available,LT - 3NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6750980317592 10.5166380386799, 77.6731080003082 10.5172059964388)"
93,201,T,SC,25,202 - 201,233.8598501509392,2.01,"=IF(H98>15,0)",324.427916999999,0°47'37''RT,10.5172059964388,77.6731080003082,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6731080003082 10.5172059964388, 77.6711079943925 10.5177469644695)"
94,200,S,SC,25,201 - 200,234.10323271705744,2.33,"=IF(H99>15,0)",327.068450999999,,10.5177469644695,77.6711079943925,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6711079943925 10.5177469644695, 77.6693779695779 10.5182340368628)"
95,199,S,SC,25,200 - 199,204.0147758610557,1.65,"=IF(H100>15,0)",327.943146,,10.5182340368628,77.6693779695779,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6693779695779 10.5182340368628, 77.6674989983439 10.5187480151653)"
96,198,S,SC,25,199 - 198,220.5269458248102,2.49,"=IF(H101>15,0)",327.566925,,10.5187480151653,77.6674989983439,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6674989983439 10.5187480151653, 77.6654709968715 10.5193139612674)"
97,197,S,SC,25,198 - 197,237.79548682274722,3.61,"=IF(H102>15,0)",330.787598,,10.5193139612674,77.6654709968715,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6654709968715 10.5193139612674, 77.6638940256088 10.519748982042)"
98,LILO : 196,T,SC,25,197 - LILO : 196,186.31459855083054,2.05,"=IF(H103>15,0)",333.01947,5°43'35''RT,10.519748982042,77.6638940256088,GOOD,Available,,,PLAIN,LILO TO SV PATTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6638940256088 10.519748982042, 77.6617109589278 10.5201219767332)"
99,195,T,SC,25,LILO : 196 - 195,249.6531578883745,3.14,"=IF(H104>15,0)",331.399445,1°58'34''RT,10.5201219767332,77.6617109589278,GOOD,Available,"HT, 110KV",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6617109589278 10.5201219767332, 77.6597409602254 10.5203890241682)"
100,194,T,SC,25,195 - 194,224.79209276410313,3.82,"=IF(H105>15,0)",332.352691999999,1°10'49''LT,10.5203890241682,77.6597409602254,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6597409602254 10.5203890241682, 77.6580489892512 10.5206539761275)"
101,193,T,SC,25,194 - 193,194.6297256515913,1.74,"=IF(H106>15,0)",331.044708,0°37'11''RT,10.5206539761275,77.6580489892512,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6580489892512 10.5206539761275, 77.6579729653894 10.5206650402396)"
102,DP 1,H-POLE,SC,25,193 - DP 1,15.416551544039674,-,"=IF(H107>15,0)",329.881775,0°2'52''RT,10.5206650402396,77.6579729653894,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6579729653894 10.5206650402396, 77.6578420400619 10.5206839833408)"
103,DP 2,H-POLE,SC,25,DP 1 - DP 2,21.49287091305616,-,"=IF(H108>15,0)",329.866881999999,11°26'6''LT,10.5206839833408,77.6578420400619,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6578420400619 10.5206839833408, 77.6577329915016 10.5207229591906)"
104,LILO : 192,T,SC,25,DP 2 - LILO : 192,19.699391493583335,2.65,"=IF(H109>15,0)",329.563354,11°1'41''RT,10.5207229591906,77.6577329915016,GOOD,NO E/W,,,PLAIN,LILO To Kalimandayam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6577329915016 10.5207229591906, 77.6557779964059 10.521020013839)"
105,191,T,SC,25,LILO : 192 - 191,223.64207348173312,3.01,"=IF(H110>15,0)",329.071991,4°50'6''LT,10.521020013839,77.6557779964059,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6557779964059 10.521020013839, 77.6537830196321 10.5214980337768)"
106,190,T,SC,25,191 - 190,231.82540685909512,4.25,"=IF(H111>15,0)",328.489685,4°5'30''RT,10.5214980337768,77.6537830196321,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6537830196321 10.5214980337768, 77.651399038732 10.5218919832259)"
107,189,S,SC,25,190 - 189,271.7338535064606,2.61,"=IF(H112>15,0)",328.296082,,10.5218919832259,77.651399038732,GOOD,Available,110KV,,AGRI,UP line crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.651399038732 10.5218919832259, 77.6494729612022 10.5222300253808)"
108,188,S,SC,25,189 - 188,221.25556166155283,3.44,"=IF(H113>15,0)",326.593871999999,,10.5222300253808,77.6494729612022,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6494729612022 10.5222300253808, 77.6475390046834 10.5225639604032)"
109,187,S,SC,25,188 - 187,222.02618329559238,2.55,"=IF(H114>15,0)",323.507874,,10.5225639604032,77.6475390046834,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6475390046834 10.5225639604032, 77.6454100012779 10.5229210294783)"
110,186,T,SC,25,187 - 186,243.51394368039945,3.11,"=IF(H115>15,0)",321.440216,0°27'51''LT,10.5229210294783,77.6454100012779,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6454100012779 10.5229210294783, 77.6432690117508 10.5232979636639)"
111,185,S,SC,25,186 - 185,245.1830170128817,4.61,"=IF(H116>15,0)",321.722991999999,,10.5232979636639,77.6432690117508,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6432690117508 10.5232979636639, 77.6413519866764 10.5236299708485)"
112,184,S,SC,25,185 - 184,220.16089032198587,3.02,"=IF(H117>15,0)",320.252655,,10.5236299708485,77.6413519866764,GOOD,Available,,Poosalipatti Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6413519866764 10.5236299708485, 77.6391199696809 10.5240049771964)"
113,183,S,SC,25,184 - 183,254.96803830054483,1.74,"=IF(H118>15,0)",316.737213,,10.5240049771964,77.6391199696809,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6391199696809 10.5240049771964, 77.6373320259153 10.524320974946)"
114,182,T,SC,25,183 - 182,205.9290940650948,2.08,"=IF(H119>15,0)",317.577423,0°24'36''RT,10.524320974946,77.6373320259153,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6373320259153 10.524320974946, 77.6353069581091 10.5246639624238)"
115,181,S,SC,25,182 - 181,232.02682592710318,4.31,"=IF(H120>15,0)",315.846375,,10.5246639624238,77.6353069581091,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6353069581091 10.5246639624238, 77.633203016594 10.5250210314989)"
116,180,S,SC,25,181 - 180,240.80419634025614,1.81,"=IF(H121>15,0)",317.250274999999,,10.5250210314989,77.633203016594,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.633203016594 10.5250210314989, 77.6312450040131 10.5253640189766)"
117,179,S,SC,25,180 - 179,224.79001868549474,3.5,"=IF(H122>15,0)",316.775176999999,,10.5253640189766,77.6312450040131,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6312450040131 10.5253640189766, 77.6291630230844 10.5257179867476)"
118,178,S,SC,25,179 - 178,238.3742659472124,2.49,"=IF(H123>15,0)",318.283813,,10.5257179867476,77.6291630230844,GOOD,Available,"LT, HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6291630230844 10.5257179867476, 77.6270569860935 10.5260580405592)"
119,177,S,SC,25,178 - 177,240.71786499805359,3.75,"=IF(H124>15,0)",317.808928999999,,10.5260580405592,77.6270569860935,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6270569860935 10.5260580405592, 77.6249299943447 10.5264430213719)"
120,176,T,SC,25,177 - 176,243.82660491475121,2.2,"=IF(H125>15,0)",317.106628,0°37'13''RT,10.5264430213719,77.6249299943447,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6249299943447 10.5264430213719, 77.6228399667888 10.5267979949712)"
121,175,S,SC,25,176 - 175,239.25978769975177,3.15,"=IF(H126>15,0)",316.392944,,10.5267979949712,77.6228399667888,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6228399667888 10.5267979949712, 77.6208380330353 10.5271289963275)"
122,174,S,SC,25,175 - 174,229.30301967282526,4.2,"=IF(H127>15,0)",317.105408,,10.5271289963275,77.6208380330353,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6208380330353 10.5271289963275, 77.618772983551 10.5274810362607)"
123,173,S,SC,25,174 - 173,236.50735907060493,1.8,"=IF(H128>15,0)",314.514771,,10.5274810362607,77.618772983551,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.618772983551 10.5274810362607, 77.6165569759905 10.5278840381652)"
124,172,S,SC,25,173 - 172,253.77334256384677,2.7,"=IF(H129>15,0)",310.774719,,10.5278840381652,77.6165569759905,GOOD,Available,LT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6165569759905 10.5278840381652, 77.6146630011498 10.5282000359147)"
125,171,S,SC,25,172 - 171,217.3652325163064,3.4,"=IF(H130>15,0)",308.650116,,10.5282000359147,77.6146630011498,GOOD,Available,LT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6146630011498 10.5282000359147, 77.6126489974558 10.5285400059074)"
126,170,T,SC,25,171 - 170,230.76938821645953,4.1,"=IF(H131>15,0)",308.203705,0°3'59''LT,10.5285400059074,77.6126489974558,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6126489974558 10.5285400059074, 77.6104429643601 10.5289150122553)"
127,169,S,SC,25,170 - 169,252.15342404305648,2.35,"=IF(H132>15,0)",307.566375999999,,10.5289150122553,77.6104429643601,GOOD,Available,,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6104429643601 10.5289150122553, 77.6084370072931 10.5292630288749)"
128,168,S,SC,25,169 - 168,230.05151913938988,3.1,"=IF(H133>15,0)",309.690520999999,,10.5292630288749,77.6084370072931,GOOD,Available,LT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6084370072931 10.5292630288749, 77.6063299644738 10.5296169966459)"
129,167,S,SC,25,168 - 167,241.07303535420945,4.09,"=IF(H134>15,0)",309.534270999999,,10.5296169966459,77.6063299644738,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6063299644738 10.5296169966459, 77.6042700279504 10.5299429688602)"
130,166,S,SC,25,167 - 166,235.47785203856176,2.55,"=IF(H135>15,0)",308.786773999999,,10.5299429688602,77.6042700279504,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6042700279504 10.5299429688602, 77.6022270228713 10.5303580407053)"
131,165,S,SC,25,166 - 165,235.42361592763024,4.5,"=IF(H136>15,0)",309.945831,,10.5303580407053,77.6022270228713,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6022270228713 10.5303580407053, 77.6001580338925 10.5307000223547)"
132,164,T,SC,25,165 - 164,236.74091841983756,3.8,"=IF(H137>15,0)",307.777923999999,0°14'41''LT,10.5307000223547,77.6001580338925,GOOD,Available,LT,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6001580338925 10.5307000223547, 77.5981069821864 10.5310480389744)"
133,163,S,SC,25,164 - 163,234.91477400507532,4.1,"=IF(H138>15,0)",307.219878999999,,10.5310480389744,77.5981069821864,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5981069821864 10.5310480389744, 77.5960460398346 10.5313649587333)"
134,162,S,SC,25,163 - 162,235.42816576344916,2.56,"=IF(H139>15,0)",312.925261999999,,10.5313649587333,77.5960460398346,GOOD,Available,HT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5960460398346 10.5313649587333, 77.5942750275135 10.5316719878464)"
135,161,S,SC,25,162 - 161,203.91894348765933,3.25,"=IF(H140>15,0)",308.828796,,10.5316719878464,77.5942750275135,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5942750275135 10.5316719878464, 77.5921079702675 10.5320510175079)"
136,160,S,SC,25,161 - 160,248.0186539988766,4.95,"=IF(H141>15,0)",308.547149999999,,10.5320510175079,77.5921079702675,GOOD,Available,,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5921079702675 10.5320510175079, 77.5900659710168 10.5324049852788)"
137,159,S,SC,25,160 - 159,234.04800138081433,4.35,"=IF(H142>15,0)",309.462920999999,,10.5324049852788,77.5900659710168,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5900659710168 10.5324049852788, 77.5881279911845 10.5327339749783)"
138,158,T,SC,25,159 - 158,222.35028539073346,3.6,"=IF(H143>15,0)",311.279877,0°6'47''LT,10.5327339749783,77.5881279911845,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5881279911845 10.5327339749783, 77.5859450083225 10.5331089813262)"
139,157,S,SC,25,158 - 157,249.65790893602426,2.65,"=IF(H144>15,0)",312.439728,,10.5331089813262,77.5859450083225,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5859450083225 10.5331089813262, 77.5839819665998 10.5334460176527)"
140,156,S,SC,25,157 - 156,225.20536776621975,4.89,"=IF(H145>15,0)",317.824798999999,,10.5334460176527,77.5839819665998,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5839819665998 10.5334460176527, 77.5818109698593 10.5338170006871)"
141,155,S,SC,25,156 - 155,248.2871532071563,3.06,"=IF(H146>15,0)",320.998290999999,,10.5338170006871,77.5818109698593,GOOD,Available,LT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5818109698593 10.5338170006871, 77.5797920208424 10.5341370217502)"
142,154,S,SC,25,155 - 154,230.9339008991944,2.33,"=IF(H147>15,0)",322.829345999999,,10.5341370217502,77.5797920208424,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5797920208424 10.5341370217502, 77.577726971358 10.5344869662076)"
143,153,T,SC,25,154 - 153,236.4557958074354,2.28,"=IF(H148>15,0)",324.838195999999,0°40'4''LT,10.5344869662076,77.577726971358,GOOD,Available,HT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.577726971358 10.5344869662076, 77.5756660290062 10.5348609667271)"
144,152,S,SC,25,153 - 152,236.4771032878074,2.73,"=IF(H149>15,0)",328.463074,,10.5348609667271,77.5756660290062,GOOD,Available,HT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5756660290062 10.5348609667271, 77.5735689606517 10.5352330394089)"
145,151,S,SC,25,152 - 151,240.33139922557038,4.01,"=IF(H150>15,0)",333.772002999999,,10.5352330394089,77.5735689606517,GOOD,Available,HT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5735689606517 10.5352330394089, 77.5714589841663 10.5355750210583)"
146,150,S,SC,25,151 - 150,241.1610718658187,2.08,"=IF(H151>15,0)",335.407653999999,,10.5355750210583,77.5714589841663,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5714589841663 10.5355750210583, 77.569468030706 10.5359239596873)"
147,149,S,SC,25,150 - 149,228.43965940333604,1.53,"=IF(H152>15,0)",333.744324,,10.5359239596873,77.569468030706,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.569468030706 10.5359239596873, 77.5675639975816 10.5362459924072)"
148,148,S,SC,25,149 - 148,218.55012191830048,3.29,"=IF(H153>15,0)",336.038390999999,,10.5362459924072,77.5675639975816,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5675639975816 10.5362459924072, 77.5655420310795 10.5365899857133)"
149,147,T,SC,25,148 - 147,231.69036165918845,2.14,"=IF(H154>15,0)",338.58075,0°2'17''RT,10.5365899857133,77.5655420310795,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5655420310795 10.5365899857133, 77.5635530054569 10.5369270220398)"
150,146,S,SC,25,147 - 146,228.0039242083278,3.51,"=IF(H155>15,0)",337.146239999999,,10.5369270220398,77.5635530054569,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5635530054569 10.5369270220398, 77.5617730244994 10.5372349731624)"
151,145,S,SC,25,146 - 145,204.89572451333274,4.26,"=IF(H156>15,0)",337.067687999999,,10.5372349731624,77.5617730244994,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5617730244994 10.5372349731624, 77.5596919655799 10.5376020167022)"
152,144,S,SC,25,145 - 144,238.50330745757284,3.81,"=IF(H157>15,0)",340.291076999999,,10.5376020167022,77.5596919655799,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5596919655799 10.5376020167022, 77.5574580207467 10.5379760172218)"
153,143,S,SC,25,144 - 143,255.13111887112706,3.55,"=IF(H158>15,0)",342.536621,,10.5379760172218,77.5574580207467,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5574580207467 10.5379760172218, 77.5553259998559 10.5383419711142)"
154,142,S,SC,25,143 - 142,243.97796703267582,4.02,"=IF(H159>15,0)",345.592804,,10.5383419711142,77.5553259998559,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5553259998559 10.5383419711142, 77.5533829908818 10.5386919993907)"
155,141,T,SC,25,142 - 141,223.28831052207812,3.98,"=IF(H160>15,0)",347.712249999999,0°41'45''RT,10.5386919993907,77.5533829908818,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5533829908818 10.5386919993907, 77.5511880218982 10.5390599649399)"
156,140,S,SC,25,141 - 140,250.80901430166043,4.56,"=IF(H161>15,0)",346.253143,,10.5390599649399,77.5511880218982,GOOD,Available,"HT -3NO, LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5511880218982 10.5390599649399, 77.5490330345928 10.5394229851663)"
157,139,S,SC,25,140 - 139,246.3998903832844,1.73,"=IF(H162>15,0)",344.274749999999,,10.5394229851663,77.5490330345928,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5490330345928 10.5394229851663, 77.5472450070083 10.5398060381412)"
158, LILO : 139/1,T,SC,25,139 -  LILO : 139/1,207.35275707089917,3.66,"=IF(H163>15,0)",339.752136,4°13'40''RT,10.5398060381412,77.5472450070083,GOOD,Available,,,PLAIN,LILO to Vagarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5472450070083 10.5398060381412, 77.5447259936481 10.5401539709419)"
159,138,S,SC,25, LILO : 139/1 - 138,285.54399728309625,2.19,"=IF(H164>15,0)",334.751739999999,,10.5401539709419,77.5447259936481,GOOD,Available,LT - 3NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5447259936481 10.5401539709419, 77.5428139977157 10.5404650233685)"
160,137,S,SC,25,138 - 137,219.2024493326884,1.53,"=IF(H165>15,0)",335.405212,,10.5404650233685,77.5428139977157,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5428139977157 10.5404650233685, 77.540632020682 10.5408579669892)"
161,136,T,SC,25,137 - 136,249.8827129732927,2.4,"=IF(H166>15,0)",335.705382999999,0°33'4''RT,10.5408579669892,77.540632020682,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.540632020682 10.5408579669892, 77.5386160053312 10.541201038286)"
162,135,S,SC,25,136 - 135,231.02292942991627,2.67,"=IF(H167>15,0)",336.317627,,10.541201038286,77.5386160053312,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5386160053312 10.541201038286, 77.5365549791604 10.5415469594299)"
163,134,S,SC,25,135 - 134,235.93438816864662,3.42,"=IF(H168>15,0)",336.183716,,10.5415469594299,77.5365549791604,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5365549791604 10.5415469594299, 77.5343310087919 10.54193302989)"
164,133,S,SC,25,134 - 133,254.27405693359051,4.1,"=IF(H169>15,0)",334.023743,,10.54193302989,77.5343310087919,GOOD,Available,,Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5343310087919 10.54193302989, 77.5321760214865 10.5422979779541)"
165,132,S,SC,25,133 - 132,246.43058759800437,3.12,"=IF(H170>15,0)",332.678679999999,,10.5422979779541,77.5321760214865,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5321760214865 10.5422979779541, 77.5302849803119 10.5426220223307)"
166,131,T,SC,25,132 - 131,217.17548920811421,1.3,"=IF(H171>15,0)",329.763275,0°12'18''RT,10.5426220223307,77.5302849803119,GOOD,Available,,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5302849803119 10.5426220223307, 77.5281380396336 10.5429820250719)"
167,130,S,SC,25,131 - 130,245.468761450837,2.5,"=IF(H172>15,0)",326.729034,,10.5429820250719,77.5281380396336,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5281380396336 10.5429820250719, 77.526453025639 10.5432769842445)"
168,129,S,SC,25,130 - 129,194.3947895497005,3.63,"=IF(H173>15,0)",324.580231,,10.5432769842445,77.526453025639,GOOD,Available,"LT -2NO, HT",Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.526453025639 10.5432769842445, 77.5241830386221 10.5436680000275)"
169,128,S,SC,25,129 - 128,259.3291955789775,2.5,"=IF(H174>15,0)",327.982635,,10.5436680000275,77.5241830386221,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5241830386221 10.5436680000275, 77.5222329888492 10.5440170224756)"
